,data_clean
5223,flight staff professional accommodate
5226,crew fine plain finepoint négatifs
5227,departure late hour miss flight connection bulgaria
5228,crew helpful
5229,entertainment short flight
5230,plane old
5231,flight short crew nice
5232,entertainment short plane ride
5233,crew nice
5234,old plane
5235,food good airplane crew super nice accommodate airplane clean overall great experience
5236,flight cancel minute information scarce
5237,
5238,crew excellent
5239,seat tight middle section middle seat
5240,flight paris warsaw number lo332 delay miss flight gdansk
5241,easy navigate crew speak english friendly
5242,check late efficient
5243,crew good seat bit big economy class
5244,seat mate german ask german language crew member class sendwich cold nasty internet plane stop lie people
5245,great crew pleasant attentive
5246,good airline fly
5247,flight cancel technical problem miss connect flight
5248,hour delay notify ahead time
5249,crew professional polite
5250,friendly crew great food comfy seat
5251,delay unloading arrival
5252,crew nice helpfull
5253,food drink excellent pilot great job
5254,crew pleasant attentivepoint positif
5255,crew wonderful
5256,breakfast roll fresh
5258,crew extremely hospitable food excellent
5259,flight delay announcement early
5260,delay 15min heavy rain point
5261,bad business class seat air
5262,depart minute late mechanical issue
5263,seat entertainment
5264,old plane
5265,cabin clean foot rest
5266,crew good service
5267,delay hour
5268,nice experience overall
5269,flight quiet plenty personal space
5270,flight hour delay offer compensation extra meal
5271,
5272,flight entertainment movie
5273,cramp seat
5274,good service good plane
5275,security check transit crew interested english speaking passenger company fly malindo choice
5277,flght depart late
5278,efficient friendly cabin ground crew quick delivery check bag place family appreciate flight
5279,flight delay half hour inconvenient
5280,cool plane way staff friendly plane seat comfortable
5282,crew friendly
5284,flight later seat comfortable
5285,flight good food delicious enjoy flight thank
5286,
5287,lovely new airplane warm friendly service comfortable business class cabin
5288,staff friendly nice
5289,friendly staff fantastic view inter island flight
5290,beautiful flight great crewpoint positif
5291,advantage small plane large window fantastic view fly island hawaii
5292,min late leaving
5294,friendly crew accommodate spite delay point négatifs
5296,delay departure hour explanation
5297,
5298,flight minute late
5299,seat comfortable legroompoint négatifs
5300,departure delay
5301,good airline fly yangon point négatifs
5302,aircraft insulation bad leg space wasn great
5303,flight leg delay
5304,rebook late different airport permission
5305,good food friendly crew newspaperspoint négatifs
5306,board announcement crew offer beverage ask seat comfortable difficult outside asia
5308,great stuff comfortable seat 185 height lose space leg
5309,tha flight delay hour
5310,food great
5311,flight delay hour
5312,nice flight great service
5313,basic flight
5314,delay hour explainationpoint négatifs
5315,explanation long delay change gate airport
5316,nok air nice airline
5317,flight hour late
5318,seat great course pay extra
5319,selection flight time leave boston p.m. perfect long sleep interruption
5320,good crew comfortable seat premium cabinpoint négatifs
5321,boarding delay flight entertainment old mediocre
5322,leave right time efficient service
5323,delay rude service run food vegetarian
5324,pilot amazing crew pleasant
5325,fast board delay
5326,row great recliner
5327,comfortable flight pleasant crew
5328,slight delay boarding
5329,staff friendly helpful
5330,
5331,lose luggage crew let restroom
5332,great flight great viewpoint positif
5333,short sweet flight nice view island way
5334,accurate time flight nice team boarding flight pleasant comfort chair
5335,sleep flight boarding okay
5336,food ample
5337,window seat bad stand frequently
5338,cramp leg room seperat wife
5339,space seat roll small
5340,poor service adhere time bad air conditioning
5342,immigration mct flight time
5343,slow check kathmandu
5344,
5345,friendly staff passenger
5346,delay hour
5348,clearly cut leg room order add row seat entire flight uncomfortable
5349,ontime late min time
5351,appreciate delay
5352,delay flightstoo
5353,customer service excellent
5354,flight good time
5355,delay flight
5356,flight delay announcement easy unserarmtand timely
5357,gate vague plane hour late tell
5358,check arrival great problem
5359,brief delay minute
5360,flight davao manila delay hour result miss connect flight manila bangkok airline luggage plane leave gate board pass flight flight hour later result miss international flight bangkok tel aviv horrible airline fly
5361,flight delay
5362,easy experience friendly organize time great price
5363,nice fast plane ride
5364,
5365,
5366,nice low cost frill flight
5367,easy check great allowance hand baggage check baggage
5368,flight delay slightly probably fault airline
5369,seat comfortable
5370,hour delay nearly cost connection assistance provide
5371,hour late departure copenhagen connection spoint négatifs
5372,hour late departure copenhagen connection instanbul
5373,crew rude passenger
5374,difficulty online reservation airport check flight attendant comment flight bad fly experience year
5375,staff friendly snack generous short flight
5376,thank kindly wonderful customer service
5377,flight hour late way boston hour late return presque isle
5378,minute late boarding
5379,time crew great
5380,hour delay finally turn cancellation hour
5381,wait sit great flight
5382,
5383,flight bar harbor boston cancel hour departure
5384,offer alternate transportation bus destination time connect flight
5385,delay hour zero communication
5386,time fly great service
5387,like 30min flight delay traffic
5388,flight delay worker helpful service horrible
5390,
5391,easy check time polite personnel
5392,late hourspoint négatifs
5393,late hour
5394,great flight great service
5395,business seat uncomfortable
5396,
5397,
5398,horrible airline
5399,tiny seat tiny people crappy food cold jet low class airline
5400,great service pal flight
5404,tight seat
5405,delay 30min manila domestic terminal bas
5406,
5407,flight delay hour
5408,hour delay stick board plane drink
5409,airasia flight delay cancel point positifs
5410,price perfect timing kind staff
5411,flight delay air asia flight
5412,seat space small
5413,minute flight cabin crew nice seat leather comfortable point négatifs
5414,board fine flight delay minute
5415,
5416,hour late poor communication gate timing broken plane
5417,flight delay hour
5418,hour delay change gate twice
5419,time air asia flight point positifs
5420,
5421,fly clark seat pitch excruciate average height people particularly hour flight penny pinch crew verge brusque loud music board american rap music hardly appropriate south east asia airline
5423,beverage variety snack short flight impressive
5425,crew nice
5426,minute late nice new clean plane point négatifs
5427,
5428,plane small noisy
5430,flight fantastic
5431,good movie quick trip
5432,good seat exit row
5433,food poor seat cramp seat break recline
5434,flight time service smile
5435,staff great
5436,good flight time
5437,food poor quality
5438,pleasant experience
5439,sit isle seat leg room helpful nice sterward
5440,crew nice seat comfortablepoint négatifs
5441,crowded long flight
5442,seat narrow compare airline
5443,seat narrow uncomfortable
